/M_2	1	1	215.67	1247.18	1176.22
/M_3	1	1	210.119	1229.03	1157.45
/M_1	1	1	208.354	1277.31	1194.92
/M_2	1	1	215.318	1241.77	1176.79
/M_3	1	1	209.57	1223.55	1158.26
/M_1	1	1	208.104	1272.44	1195.32
/M_2	1	1	214.612	1236.93	1177.31
/M_3	1	1	209.69	1219.09	1158.52
/M_1	1	1	207.758	1268.13	1195.73
/M_2	1	1	214.043	1232.47	1177.65
/M_3	1	1	208.158	1214.33	1159.12
/M_1	1	1	207.078	1264.46	1196.23
/M_2	1	1	213.089	1228.77	1178.3
/M_3	1	1	207.062	1210.36	1159.8
/M_1	1	1	206.205	1261.85	1196.8
/M_2	1	1	212.268	1226.08	1178.99
/M_3	1	1	207.261	1208.27	1160.34
/M_1	1	1	205.331	1260.19	1197.42
/M_2	1	1	211.312	1224.24	1179.82
/M_3	1	1	206.177	1206.67	1161.13
/M_1	1	1	204.696	1259.46	1198.03
11940	1	1	Latency:	0s	Markers:
/M_2	1	1	210.588	1223.58	1180.43
/M_3	1	1	205.594	1205.71	1161.82
/M_1	1	1	204.139	1259.92	1198.64
/M_2	1	1	210.17	1224	1181.02
/M_3	1	1	204.248	1205.58	1162.77
/M_1	1	1	203.605	1261.89	1199.31
/M_2	1	1	209.622	1225.81	1182.07
/M_3	1	1	204.906	1208.04	1163.31
/M_1	1	1	203.368	1265.19	1199.94
/M_2	1	1	209.634	1229.29	1182.55
/M_3	1	1	204.994	1211.4	1164
/M_1	1	1	203.273	1269.75	1200.43
/M_2	1	1	209.847	1233.92	1182.85
/M_3	1	1	205.219	1216.1	1164.29
/M_1	1	1	203.179	1275.51	1200.77
/M_2	1	1	209.746	1239.7	1183.32
/M_3	1	1	205.698	1221.85	1164.57
/M_1	1	1	202.982	1282.3	1200.98
/M_2	1	1	210.339	1246.71	1183.4
/M_3	1	1	205.076	1227.99	1164.98
/M_1	1	1	202.839	1289.79	1200.97
/M_2	1	1	210.774	1254.47	1183.26
/M_3	1	1	206.303	1235.92	1165.13
/M_1	1	1	202.643	1297.9	1201.04
/M_2	1	1	210.853	1262.66	1183.33
/M_3	1	1	206.923	1244.25	1164.93
/M_1	1	1	202.272	1306.47	1201.13
/M_2	1	1	211.285	1271.49	1183.08
/M_3	1	1	206.96	1252.69	1164.73
/M_1	1	1	201.948	1315.01	1201.19
11970	1	1	Latency:	0s	Markers:
/M_2	1	1	211.187	1280.11	1183.32
/M_3	1	1	208.222	1261.97	1164.64
/M_1	1	1	201.526	1323.37	1201.21
/M_2	1	1	211.387	1288.64	1183.2
/M_3	1	1	208.751	1270.69	1164.54
/M_1	1	1	201.043	1331.59	1201.09
/M_2	1	1	211.276	1296.94	1183.16
/M_3	1	1	209.329	1279.1	1164.3
/M_1	1	1	200.288	1339.45	1200.92
/M_2	1	1	211.381	1305.23	1182.66
/M_3	1	1	209.533	1287.41	1163.91
/M_1	1	1	199.521	1346.82	1200.69
/M_2	1	1	211.045	1312.63	1182.57
/M_3	1	1	207.905	1293.61	1164.13
/M_1	1	1	198.863	1353.7	1200.53
/M_2	1	1	210.793	1319.8	1182.19
/M_3	1	1	208.092	1300.57	1163.8
/M_1	1	1	198.098	1359.95	1200.3
/M_2	1	1	210.277	1326.1	1181.97
/M_3	1	1	207.631	1307.07	1163.39
/M_1	1	1	197.188	1365.82	1200.11
/M_2	1	1	209.704	1332.09	1181.65
/M_3	1	1	208.746	1314.2	1162.86
/M_1	1	1	196.01	1371.35	1199.83
/M_2	1	1	208.944	1337.83	1181.48
/M_3	1	1	209.699	1320.73	1162.27
/M_1	1	1	194.916	1376.51	1199.55
/M_2	1	1	208.169	1342.89	1181.14
/M_3	1	1	207.057	1324.33	1162.46
/M_1	1	1	194.041	1381.12	1199.17
12000	1	1	Latency:	0s	Markers:
/M_2	1	1	207.543	1347.7	1180.58
/M_3	1	1	206.238	1329.06	1161.88
/M_1	1	1	193.057	1385.32	1198.78
/M_2	1	1	206.854	1351.9	1180.16
/M_3	1	1	205.851	1333.46	1161.73
/M_1	1	1	191.887	1389.31	1198.48
/M_2	1	1	205.929	1356.03	1179.94
/M_3	1	1	204.309	1336.6	1161.56
/M_1	1	1	190.846	1392.87	1198.11
/M_2	1	1	205.214	1359.75	1179.53
/M_3	1	1	204.732	1341.33	1160.81
/M_1	1	1	189.949	1396.01	1197.76
/M_2	1	1	204.345	1362.93	1179.11
/M_3	1	1	205.09	1345.39	1160.34
/M_1	1	1	189.055	1398.81	1197.44
/M_2	1	1	203.656	1365.73	1178.79
/M_3	1	1	204.231	1347.98	1160.07
/M_1	1	1	187.964	1401.44	1197.28
/M_2	1	1	202.823	1368.51	1178.58
/M_3	1	1	203.645	1350.81	1159.88
/M_1	1	1	186.975	1403.72	1197.14
/M_2	1	1	202.194	1370.97	1178.4
/M_3	1	1	202.666	1352.91	1159.71
/M_1	1	1	186.174	1405.75	1196.88
/M_2	1	1	201.365	1373.03	1178.17
/M_3	1	1	200.913	1354.19	1159.41
/M_1	1	1	185.39	1407.58	1196.57
/M_2	1	1	200.651	1374.81	1177.78
/M_3	1	1	201.657	1357.06	1159.16
/M_1	1	1	184.583	1409.19	1196.27
12030	1	1	Latency:	0s	Markers:
/M_2	1	1	200.144	1376.54	1177.63
/M_3	1	1	200.761	1358.61	1158.66
/M_1	1	1	183.957	1410.66	1196.02
/M_2	1	1	199.602	1378.05	1177.41
/M_3	1	1	198.591	1358.57	1159.02
/M_1	1	1	183.616	1411.99	1195.72
/M_2	1	1	199.279	1379.41	1177.08
/M_3	1	1	198.462	1359.98	1158.69
/M_1	1	1	183.489	1413.38	1195.41
/M_2	1	1	199.121	1380.78	1176.76
/M_3	1	1	200.207	1362.95	1158.13
/M_1	1	1	183.136	1414.78	1195.21
/M_2	1	1	199.014	1382.26	1176.59
/M_3	1	1	199.459	1363.83	1157.93
/M_1	1	1	182.928	1416.28	1195.02
/M_2	1	1	198.974	1383.83	1176.53
/M_3	1	1	200.19	1365.9	1157.91
/M_1	1	1	182.851	1417.53	1194.91
/M_2	1	1	198.973	1385.18	1176.27
/M_3	1	1	200.361	1367.38	1157.63
/M_1	1	1	182.757	1418.85	1194.79
/M_2	1	1	198.899	1386.51	1176.06
/M_3	1	1	198.266	1367.07	1157.66
/M_1	1	1	182.511	1419.83	1194.77
/M_2	1	1	198.745	1387.58	1176.06
/M_3	1	1	199.544	1369.2	1157.36
/M_1	1	1	182.303	1420.5	1194.84
/M_2	1	1	198.6	1388.34	1176.07
/M_3	1	1	200.264	1370.56	1157.35
/M_1	1	1	182.295	1420.86	1194.83
12060	1	1	Latency:	0s	Markers:
/M_2	1	1	198.517	1388.65	1176.01
/M_3	1	1	199.743	1370.74	1157.06
/M_1	1	1	182.432	1420.79	1194.85
/M_2	1	1	198.564	1388.57	1175.91
/M_3	1	1	199.8	1370.74	1156.94
/M_1	1	1	182.493	1420.47	1194.89
/M_2	1	1	198.671	1388.26	1175.98
/M_3	1	1	200.273	1370.59	1157.23
/M_1	1	1	182.463	1420	1194.96
/M_2	1	1	198.651	1387.75	1176.14
/M_3	1	1	200.249	1370.05	1157.47
/M_1	1	1	182.396	1419.27	1195
/M_2	1	1	198.471	1386.96	1176.18
/M_3	1	1	199.104	1368.55	1157.54
/M_1	1	1	182.254	1418.27	1195.05
/M_2	1	1	198.177	1385.86	1176.19
/M_3	1	1	199.683	1368.17	1157.62
/M_1	1	1	182.034	1417.26	1195
/M_2	1	1	197.847	1384.79	1176.15
/M_3	1	1	197.027	1365.33	1157.73
/M_1	1	1	181.622	1416.25	1195.08
/M_2	1	1	197.397	1383.68	1176.39
/M_3	1	1	197.611	1365.18	1157.67
/M_1	1	1	181.237	1415.15	1195.01
/M_2	1	1	196.877	1382.56	1176.37
/M_3	1	1	195.943	1363.01	1157.97
/M_1	1	1	180.8	1414.16	1194.78
/M_2	1	1	196.318	1381.42	1176.04
/M_3	1	1	196.848	1363.21	1157.51
/M_1	1	1	179.937	1413.28	1194.41
12090	1	1	Latency:	0s	Markers:
/M_2	1	1	195.215	1380.35	1175.85
/M_3	1	1	195.272	1361.83	1157.53
/M_1	1	1	178.618	1412.56	1193.94
/M_2	1	1	193.836	1379.69	1175.59
/M_3	1	1	194.823	1361.71	1156.98
/M_1	1	1	177.213	1412.03	1193.4
/M_2	1	1	192.399	1378.95	1175.05
/M_3	1	1	192.794	1360.29	1156.59
/M_1	1	1	175.542	1411.56	1192.88
/M_2	1	1	190.388	1378.4	1174.53
/M_3	1	1	189.283	1358.65	1156.41
/M_1	1	1	173.422	1411.15	1192.52
/M_2	1	1	188.275	1377.99	1174.07
/M_3	1	1	186.907	1358.23	1156.11
/M_1	1	1	170.65	1410.93	1192.47
/M_2	1	1	185.438	1377.71	1174.23
/M_3	1	1	185.279	1358.98	1155.88
/M_1	1	1	167.632	1410.76	1192.65
/M_2	1	1	182.485	1377.51	1174.38
/M_3	1	1	181.667	1358.23	1156.21
/M_1	1	1	164.59	1410.44	1192.93
/M_2	1	1	179.442	1377.26	1174.46
/M_3	1	1	177.992	1357.54	1156.52
/M_1	1	1	161.536	1410.02	1193.21
/M_2	1	1	176.232	1376.7	1174.83
/M_3	1	1	175.515	1357.54	1156.74
/M_1	1	1	158.208	1409.44	1193.73
/M_2	1	1	173.009	1376.25	1175.45
/M_3	1	1	173.898	1358.22	1157.24
/M_1	1	1	154.77	1408.91	1194.52
12120	1	1	Latency:	0s	Markers:
/M_2	1	1	169.51	1375.48	1176.41
/M_3	1	1	169.23	1356.66	1158.06
/M_1	1	1	151.191	1408.31	1195.48
/M_2	1	1	165.869	1374.97	1177.23
/M_3	1	1	164.38	1355.2	1159.22
/M_1	1	1	147.316	1407.84	1196.53
/M_2	1	1	161.897	1374.44	1178.38
/M_3	1	1	161.486	1355.39	1160.11
/M_1	1	1	142.966	1407.28	1197.9
